proto=tcp,duration,orig_bytes,resp_bytes,conn_state=S0,conn_state=SF,conn_state=OTH,conn_state=RSTR,conn_state=S1,missed_bytes,history=D,history=Dd,history=S,history=^d,history=D^d,history=ShADaCGdtfF,history=ShADaCGr,history=ShADCaGcgd,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
0,0.048223,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005986,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002747,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.084949,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002498,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.025233,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.030732,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.008242,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002489,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005743,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.10769,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.058233,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007732,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.046475,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.003011,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.031982,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002482,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.033721,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.008759,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.026236,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002746,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005737,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002481,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.117418,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.01026,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005744,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002497,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005996,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.140423,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.051471,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007744,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.019738,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002498,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005746,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002494,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.205631,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007993,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.006245,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.111686,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005745,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.097946,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.119692,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007995,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.062214,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.003745,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.186896,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002494,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.087952,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007995,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005495,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.028737,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.072208,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002482,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.049477,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.019243,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.45399,45,90,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,73,2,146,1
0,0.050485,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002732,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002737,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.006246,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.050727,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.008478,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005732,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005495,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002494,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005744,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.034715,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.02773,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005745,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002744,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.049473,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.060462,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005746,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.068961,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.019234,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002995,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002497,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005997,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.076457,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.082702,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005746,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.003495,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002246,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.039976,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005995,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007994,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.022735,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002497,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.045226,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.04897,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005746,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007991,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005745,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002995,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.029232,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002237,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.00597,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.238625,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005735,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.016739,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002746,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.040745,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.094194,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007744,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.140671,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002746,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.012494,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.029492,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.069956,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007994,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005746,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002746,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.183901,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.040725,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.046474,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.047472,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005479,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.003997,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002247,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005746,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.036478,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.00899,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005744,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.062208,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005745,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002747,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.028735,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.01874,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.123428,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002495,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.020985,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.006002,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.104441,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002237,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007979,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005743,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002482,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.164918,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005736,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.028725,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.035215,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007727,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.00598,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.033979,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005239,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005995,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002245,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.042221,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.01074,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005746,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002747,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002498,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.080454,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005989,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,76,0,0,1
0,0.007742,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.030982,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002496,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.201152,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.076215,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.00599,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.069471,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.083199,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005987,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002749,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.003234,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.003006,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.049466,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,76,0,0,1
0,0.050967,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.006992,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002744,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.062215,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.061969,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007993,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.142667,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.142425,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.045225,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002995,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002494,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005485,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.10069,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.037477,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005744,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.006013,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.027483,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002487,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.00823,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.198889,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.027982,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005985,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005738,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.003231,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007742,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.071708,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.227873,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.030982,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005996,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005744,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002745,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.297083,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002495,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.036732,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.099439,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.055463,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005749,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.045218,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.050481,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.050719,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002482,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.03298,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.006,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007734,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002729,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.00773,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002232,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005993,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.033732,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.01772,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.006995,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002495,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.008245,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002246,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.22137,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005744,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002745,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.018488,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002746,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.11369,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.153668,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.039475,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005996,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.003245,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.052721,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.046474,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007744,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002237,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.006979,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.193377,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002486,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005984,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.00248,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002745,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002497,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,76,0,0,1
0,0.002499,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.04672,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005747,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.003243,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.008494,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002748,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.051471,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002495,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,76,0,0,1
0,0.002481,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.006004,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.043979,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002738,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005987,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.072955,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.036226,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.046223,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007995,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,76,0,0,1
0,0.170153,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002497,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002747,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005995,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002497,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002737,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002492,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,76,0,0,1
0,0.043728,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,76,0,0,1
0,0.002483,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.294076,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.005995,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.055716,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.032232,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.002746,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,0.007745,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76,1,76,1
0,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,76,0,0,1
0,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,76,0,0,1
