ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label
1545466805.131672,CritWS2ZWCTMWQMhg7,192.168.1.195,54558,185.244.25.235,6667,tcp,-,3.127713,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545466980.306066,CcSWhLLl0R6FKLbv4,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545410478.659889,CIqyJQ1mTk5KKsihkl,192.168.1.195,50786,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,C&C
1547150797.954878,CVMYDw4wnZfqWrOfd,192.168.1.199,59224,46.101.251.172,80,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,C&C
1537528669.433638,CQykLqpNaqHYbT3P3,192.168.2.3,46786,176.32.98.203,80,tcp,http,0.235654,135,238,SF,-,-,0,ShADafF,4,315,4,406,-,benign,-
1545466985.653518,CtlzRy1tKJR8hENCkh,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547129150.552512,C3iJg03eHZ91zXqGoh,192.168.1.197,49929,192.168.1.1,53,udp,dns,0.000499,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1547127821.462265,CInQoH39EsRxznLBYa,192.168.1.197,48515,192.168.1.1,53,udp,dns,0.002745,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545454077.457666,Ckqtjo4LUO2xeHufne,192.168.1.195,123,147.231.100.5,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545460702.826206,Cl8x8P15L8VbI2YhQ,192.168.1.195,53986,185.244.25.235,6667,tcp,-,3.113723,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545466979.104760,Cb335p3LPHsT5NGBqj,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547132070.799308,CHGDnk24OwCDPlsSb5,192.168.1.197,33828,192.168.1.1,53,udp,dns,0.000748,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545417345.463520,CJl33A1icavstvLM96,192.168.1.195,123,147.231.100.5,123,udp,-,0.015745,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466984.267303,Co0ptqHC7n0Sa2BBl,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545409427.455880,CzAjT34dyRPo4HRCV6,192.168.1.195,123,147.231.100.5,123,udp,-,0.001744,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466988.896158,CaeDRt8CKgwG47UJb,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545416400.596017,CifseP2KIaUFCEKewg,192.168.1.195,52502,185.244.25.235,6667,tcp,irc,2.123062,74,242,S3,-,-,0,ShAdDaf,8,506,7,614,-,malicious,C&C
1545466978.050863,CSouoP3vBUKZrf2DM,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547131339.805557,CoPLY94AK0v8LXngb,192.168.1.197,52538,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1545411581.458204,C2Mdm61R2WKXSdGyFb,192.168.1.195,123,147.231.100.5,123,udp,-,0.028966,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1537533506.385698,CGDz8u4WifeYYRRMA5,192.168.2.3,36258,13.32.118.117,80,tcp,-,0.039000,0,0,SF,-,-,0,ShAFf,4,216,2,112,-,benign,-
1545466966.553928,CiBwPk33dqTasU1yf3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547127836.640339,CsH18yeFFv5SRYAl8,192.168.1.197,50954,185.244.25.183,4975,tcp,-,1.015172,52,124,RSTR,-,-,0,ShAdfDr,5,320,4,328,-,benign,-
1545466978.936349,Cl7Rc91YlMfBBy14gb,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545461760.530008,CGntprtNVXXI0Io3g,192.168.1.195,123,195.113.144.201,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466984.230823,C63mxl2CqamxOr33Z3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545409301.058708,CbjkQe3qGqS4eyDTGi,192.168.1.195,50478,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,C&C
1547129034.245402,Cha79O1MOFJTZ3HmRi,192.168.1.197,51472,185.244.25.183,4975,tcp,-,1.077888,67,233,S3,-,-,0,ShAdDaf,7,439,6,553,-,benign,-
1547151850.934847,CYk2cG2JQDPPR8t3sd,192.168.1.199,123,81.2.254.224,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545441643.458837,CvFN9C10NdyLnVHw0f,192.168.1.195,123,147.231.100.5,123,udp,-,0.001746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545482710.440807,CY3Rug4bvPTemjytGg,192.168.1.195,56214,185.244.25.235,6667,tcp,-,3.097245,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1547130798.770274,CJ5Wm22SVh8xSfwRk8,192.168.1.197,46987,192.168.1.1,53,udp,dns,0.007994,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545466964.044856,Ca2oJy4MoaQY37DJ5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545474953.525850,CbQXfldDpydC5VVI1,192.168.1.195,123,195.113.144.201,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1547130620.007253,CKxdzl1CrzeyBO0gRi,192.168.1.197,123,83.167.252.118,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545407174.020878,Cf7GM93mhQM2gMZP33,192.168.1.195,49856,185.244.25.235,6667,tcp,-,3.118979,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545481941.620676,C1GouD2o7kNi0vH9Cf,192.168.1.195,56126,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,C&C
1545453298.459084,CkzLaf3zYPoGYOtL71,192.168.1.195,123,77.78.107.252,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545483605.628185,CvcMRQ1SYa6iL2Fnle,192.168.1.195,56342,185.244.25.235,6667,tcp,-,3.109233,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1547150576.009768,C5HHwE1DEGMbwXS1hf,192.168.1.197,123,77.78.107.252,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466986.689426,CvHlTz1VksXqfmm3Uc,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466986.615968,CvHhyQ3yrgYYl8SkT5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547133219.886898,C08RL91g8y9HxUmuZc,192.168.1.197,53338,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1545466965.350122,CMxtzC3zjlqf4C0K0d,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547128627.963417,ChmtK83ekJCwUh67Xb,192.168.1.197,51300,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1547132117.336578,CZI8Tq2JFdUd2NnaQ1,192.168.1.197,59723,192.168.1.1,53,udp,dns,0.000497,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1547129836.545808,CcsBYg27zHxW5q2Z37,192.168.1.197,58943,192.168.1.1,53,udp,dns,0.000734,40,72,SF,-,-,0,Dd,1,68,1,100,-,benign,-
1545466975.116289,CG2Jq44OavztZm6aec,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466974.227553,CDFmzs2MH2uy1hhj9c,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1540515725,Crz6nd30dvbokQi63f,192.168.1.132,49998,192.168.1.1,53,udp,dns,0.004,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-
1547131783.824532,CN3mu23B9CaNepffpd,192.168.1.197,38049,192.168.1.1,53,udp,dns,0.003495,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1547131106.364616,CqDJ6Z2qcPDXizTqjk,192.168.1.197,52416,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1545441086.458115,CqLUwe4rJrYeY4VDK6,192.168.1.195,123,195.113.144.201,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1547151182.933548,CayYjB3HUFtZQi8Wn9,192.168.1.199,123,81.2.248.189,123,udp,-,0.005500,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545426309.745177,C5aTfn11OxXKtX98e6,192.168.1.195,62207,66.67.61.168,63798,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,malicious,PartOfAHorizontalPortScan
1545466962.070750,CKRShX30E7kv8s5v1e,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466980.425759,CFynfDZo5LxFFNb6h,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466984.076663,C3TWRl1bRM8gAh94F8,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547129403.306148,CBioRFWcM4ikGugal,192.168.1.197,40214,192.168.1.1,53,udp,dns,0.000747,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1540491498,C0rbZf11OXwLj4JRyb,192.168.1.132,38244,216.239.35.8,123,udp,-,0.016984,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466965.240688,CWbz8N2EapYErU69jk,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466981.916162,CDmLzs3PKBuwZGD1G3,192.168.1.195,18113,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545481326.581295,CM4mJi3ZYCKrjtVKte,192.168.1.195,56060,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,C&C
1547130168.456547,CLeXvF1yWK6MbK1HK5,192.168.1.197,57356,192.168.1.1,53,udp,dns,0.000498,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545466969.325589,C5Xd904tiXSiGcbq8f,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1537530460.734766,CQgL4B1FvnFjn6pVh3,0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.133510,3000,0,S0,-,-,0,D,10,3280,0,0,-,benign,-
1545409363.455890,CWAnLF1v0at86HTEAl,192.168.1.195,123,147.231.100.5,123,udp,-,0.099928,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466984.008450,CB9V074hLJKK8hfCoi,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466975.366888,ClJGqL3aV5EvPTYIy7,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466966.671868,CRgVXo4ZJV5Wq0rO4h,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1537527644.056960,Cyifl43JHQBeqHIoya,192.168.2.3,36157,54.239.19.125,443,tcp,ssl,8.758488,6831,4865,S3,-,-,0,ShADadf,18,7571,15,5473,-,benign,-
1545466982.742931,CZ53qvaqDU0roUeI8,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466961.860863,CcyKF72DiRpDVaZve5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547128523.297426,C7BUQEXyBTr2RHt24,192.168.1.197,59197,192.168.1.1,53,udp,dns,0.000749,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1547132614.127490,CSn1IP2VlbaqtNkud6,192.168.1.197,53082,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1545466965.619206,CWqUdJ3b8F2irXnGVl,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545417145.462183,Cb8PG83V8NDMOADYpd,192.168.1.195,123,147.231.100.5,123,udp,-,0.002743,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545416589.939613,CG9L1l4Jg5SPesbov1,192.168.1.195,52568,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,C&C
1545466983.850547,CekmrZ3YAqlvPbl2z5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547132843.831917,CBmUKn3Cnc4I8JL2R3,192.168.1.197,33499,192.168.1.1,53,udp,dns,0.000484,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1547132128.687123,CHlayH2tovEoYjKKhk,192.168.1.197,52888,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1547133148.376574,C4bJbs3hWYa6MBvobh,192.168.1.197,53314,185.244.25.183,4975,tcp,-,1.080628,66,232,S3,-,-,0,ShAdDaf,7,438,6,552,-,benign,-
1545466981.789484,CiqpmK1t3ynZNecR5a,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1562160958.375114,CoaglKnqBrhLW79nh,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,4.104848,876,0,S0,-,-,0,D,6,1164,0,0,-,benign,-
1545466983.154695,ChIGUR2Wv45lZcXPs9,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545468749.203928,CoXi8XJg2dupj06M1,192.168.1.195,54788,185.244.25.235,6667,tcp,-,3.137714,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545466974.145343,CLdT5s4nlvgzSRUnjh,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466969.325857,ChllAv3jfWAvkaQxb5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547129887.724115,CabVry48tXuKMaDxIh,192.168.1.197,51864,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1547128072.123819,CWcqMl1rtgDFuuGd1d,192.168.1.197,51096,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1545409586.738535,CWyZ6QLiH2PzgTOP3,192.168.1.195,50550,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,C&C
1545411887.459742,CfNaBctYHUQGwP2G2,192.168.1.195,49883,192.168.1.1,53,udp,dns,0.000742,39,103,SF,-,-,0,Dd,1,67,1,131,-,benign,-
1547129292.693626,CrGvGy1xu57i4Yycw3,192.168.1.197,58123,192.168.1.1,53,udp,dns,0.000498,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1547130326.634098,CnejC748ljXYxk5mbh,192.168.1.197,52066,185.244.25.183,4975,tcp,-,3.089977,0,0,S0,-,-,0,S,3,180,0,0,-,benign,-
1545466967.804221,CkaV5ly5qOwzfHijk,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466964.127809,CXpTax2Wyvqw2eWvx7,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466970.604629,CiPV703wzQAmInhiM5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545405758.891953,CMNFVe2FQ1VylmsVek,192.168.1.195,49418,185.244.25.235,6667,tcp,irc,4.090419,75,243,S3,-,-,0,ShAdDaf,9,567,6,563,-,malicious,C&C
1547127590.236433,Cr6bgW2kdln7RPB1C5,192.168.1.197,35066,192.168.1.1,53,udp,dns,0.003487,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545466978.930364,CO2NWX1qFw8A60ARO3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466981.818951,CCMUSDHLkj15yVwua,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466969.023512,C7KLJI3B4MetoYsMkd,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545477125.305607,CKUml942rgDglFhj5k,192.168.1.195,55494,185.244.25.235,6667,tcp,-,3.114991,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545475813.025385,C1Rt3EALlSMQ3Upn2,192.168.1.195,52022,71.61.66.148,80,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,malicious,DDoS
1545466967.020658,CvKPQy2CwfSPiecLAd,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1537532616.234824,CQmaVEvZ1LVz2yqd,192.168.2.3,39272,72.21.214.79,80,tcp,http,0.364104,157,371,SF,-,-,0,ShADafF,4,337,4,539,-,benign,-
1547132965.977823,CuIKep1sk2A7lQB0Ke,192.168.1.197,57908,192.168.1.1,53,udp,dns,0.000498,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1547130090.844053,CFUCqOSA7Ht0K1IGf,192.168.1.197,51956,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1545466963.302537,CvfQK32lbSiCYtn9d6,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545457285.488719,CNAVH54CxcXzh3wQxf,192.168.1.195,61639,50.50.50.53,53,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,benign,-
1545466969.125964,Cp9uHXEmhYa89Ua65,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547129579.007316,Cw3qxp2MxMviMyGEJa,192.168.1.197,123,82.113.53.40,123,udp,-,0.004244,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466988.033908,CXMQIh15dQNXjZsN2h,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545405685.679929,Cwx0iu2S8cWNDZYQKf,192.168.1.195,49400,185.244.25.235,6667,tcp,-,3.142460,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545466971.976337,CtdtLU2onmGzo9F5rb,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1562163793.997752,CUr1Zx4BvsZhINPA8a,fe80::5bcc:698e:39d5:cdf,133,ff02::2,134,icmp,-,134.919447,0,0,OTH,-,-,0,-,4,192,0,0,-,benign,-
1545466987.730074,CVtmkn4vjYm9tLCwR2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1540501325,CVcdav2p9LU9ziPEAh,192.168.1.132,57036,52.209.221.67,80,tcp,http,0.093195,1847,1539,SF,-,-,0,ShADadtfF,7,2139,7,1823,-,benign,-
1545466961.705444,CPSgah3auQqLULrhFa,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547131284.378704,CJXyew12QCoWmmx97k,192.168.1.197,52296,192.168.1.1,53,udp,dns,0.000497,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545466985.328208,Cp2gzl1OEXYAEvmGL,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1537542572.346640,CJg0ufgXyIjDSzpM3,fe80::1c5c:213d:7cf8:890,5353,ff02::fb,5353,udp,dns,1.229638,1575,0,S0,-,-,0,D,8,1959,0,0,-,benign,-
1547127627.340459,CfPRlUsf15vMO8re1,192.168.1.197,50846,185.244.25.183,4975,tcp,-,1.073886,67,233,S3,-,-,0,ShAdDaf,7,439,6,553,-,benign,-
1540480635,Cs4qk62UTBa3GY4gwl,192.168.1.132,56607,2.16.60.139,443,tcp,-,0.003745,0,0,SF,-,-,0,ShAFaf,4,172,3,132,-,benign,-
1545466986.582979,CYLbeI2NeVdNOzIetc,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547139455.006196,C1KA384YWcH3K3vQCb,192.168.1.197,123,147.231.100.5,123,udp,-,0.025236,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545423428.454800,CpKHjYTWGhfrQREd,192.168.1.195,123,147.231.100.5,123,udp,-,0.056944,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466970.217579,C3e0gy1Gs01bv723xk,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1537529560.857562,C1O3BE7ZgFRrDlKIi,192.168.2.3,58229,72.21.192.213,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466967.966865,CGM7HG1lMCRdYcFBHf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545412702.123324,CNxX2HJ9JgIDETkYl,192.168.1.195,51338,185.244.25.235,6667,tcp,irc,4.087671,75,243,S3,-,-,0,ShAdDaf,10,619,6,563,-,malicious,C&C
1547132674.607541,ChEyXJ10LozYp0XKG1,192.168.1.197,53106,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1547150107.018315,CZLsBh3JrqhFsKNI8d,192.168.1.197,123,83.167.252.118,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1547133533.876796,CcW9OT38csEmdlMbO6,192.168.1.197,53480,185.244.25.183,4975,tcp,-,1.080879,67,233,S3,-,-,0,ShAdDaf,7,451,7,605,-,benign,-
1545466987.846520,C7xAkG2U4cJNZqhlTc,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466964.463874,CQYHjN3pvf1X83Hms4,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466972.740151,CcD2yxytWQwXJiVl2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545478382.458799,CoVFxk1OOflkQJAjVh,192.168.1.195,123,37.187.104.44,123,udp,-,0.030978,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1547130433.464155,CgxCfs2Kir6J5Siykb,192.168.1.197,59718,192.168.1.1,53,udp,dns,0.004996,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545466977.853485,CCybHC1pqVprEj61Ji,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547132890.294183,C4jZFf4w8o5WPOwne,192.168.1.197,53730,192.168.1.1,53,udp,dns,0.000500,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545470236.887485,CnhdYj1DXxCNaU2fsc,192.168.1.195,54914,185.244.25.235,6667,tcp,irc,35.003780,62,269,S3,-,-,0,ShAdDaf,9,554,6,589,-,malicious,C&C
1547155026.932742,C2cQxF37vEUElUeHBl,192.168.1.199,123,81.2.254.224,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1547131359.814970,CL4hah2avo4L4mxhPb,192.168.1.197,43859,192.168.1.1,53,udp,dns,0.000500,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545418045.317245,CkbDg829FhZW1Ma3Yf,192.168.1.195,53002,185.244.25.235,6667,tcp,irc,4.133646,75,243,S3,-,-,0,ShAdDaf,9,567,6,563,-,malicious,C&C
1545466959.063460,CZgcB31TEAXGqqHInc,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547127292.818338,CiWG9z3qijWU45UDZ2,192.168.1.197,45086,104.24.97.120,80,tcp,http,3.714356,150,63183,SF,-,-,0,ShADadttFf,55,3574,51,65235,-,malicious,C&C-FileDownload
1547131085.244295,CZ4IJMwSK96NauSVa,192.168.1.197,52410,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1545466961.976556,CAXiaj3qz1gVOYlxQi,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547133687.853815,CEQqIw2uVSgHL71jf3,192.168.1.197,50375,192.168.1.1,53,udp,dns,0.000498,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545466985.612542,CqvJlA3WD4QTHp2sa5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547133063.897293,CZ5WWU2qZPE72CAnJd,192.168.1.197,53280,185.244.25.183,4975,tcp,-,1.080376,67,233,S3,-,-,0,ShAdDaf,7,439,6,553,-,benign,-
1545424344.454114,CwFujn16VvbF4M2Ck8,192.168.1.195,123,147.231.100.5,123,udp,-,0.010483,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1540506739,CGDpRf160VFfRsbK9e,192.168.1.132,53644,2.16.60.82,443,tcp,-,0.011493,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-
