dur,proto=tcp,proto=udp,proto=other,service=-,service=http,service=dns,service=other,state=FIN,state=INT,state=other,sbytes,dbytes,rate,sloss,dloss,sjit,djit,swin,stcpb,dtcpb,dwin,smean,dmean,trans_depth,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,label
1.771036,1,0,0,1,0,0,0,1,0,0,558,354,9.598901,2,1,11671.7181,420.630969,255,666072756,89516555,255,56,44,0,10,1,1,1,8,3,6,1
1.137778,1,0,0,1,0,0,0,1,0,0,17756,942,29.003899,8,2,3983.627182,158.100125,255,2299526804,3180116932,255,807,79,0,5,1,1,1,5,1,5,1
0.840157,1,0,0,1,0,0,0,1,0,0,756,354,20.234314,2,1,4935.205777,207.763609,255,2869433330,2914764910,255,76,44,0,3,1,1,1,2,2,2,1
13.790198,0,0,1,1,0,0,0,0,1,0,12832,0,1.957912,0,0,549.45875,0,0,0,0,0,458,0,0,1,1,1,1,1,1,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,32,16,16,16,32,16,32,1
2.440767,1,0,0,1,0,0,0,1,0,0,181538,1128,70.059943,70,1,1918.707165,129.780031,255,851548656,1956132384,255,1243,43,0,2,1,1,1,1,1,1,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,13,4,4,4,13,5,13,1
1.675167,1,0,0,1,0,0,0,1,0,0,564,354,10.148242,2,1,11767.92404,412.187281,255,1971900212,3299364525,255,56,44,0,1,1,1,1,1,1,1,1
0.000006,0,1,0,1,0,0,0,0,1,0,1064,0,166666.6608,0,0,0,0,0,0,0,0,532,0,0,4,1,1,1,3,2,3,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,18,18,18,18,18,21,18,1
0.568028,1,0,0,1,0,0,0,1,0,0,994,820,36.97001,3,2,3305.781814,106.811508,255,2738715672,2862913990,255,83,82,0,10,2,2,1,10,2,10,1
0.640197,1,0,0,1,0,0,0,1,0,0,564,354,26.554327,2,1,5493.453841,138.402219,255,1714825832,252720513,255,56,44,0,1,1,1,1,1,12,1,1
0.000006,0,1,0,1,0,0,0,0,1,0,168,0,166666.6608,0,0,0,0,0,0,0,0,84,0,0,4,1,1,1,1,3,1,1
1.333335,1,0,0,1,0,0,0,1,0,0,2234,354,12.749984,2,1,8035.057325,322.153625,255,1363198408,1645579781,255,223,44,0,3,1,1,1,1,2,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,33,33,33,16,33,34,33,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,12,4,3,3,16,5,12,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,7,4,4,4,12,4,7,1
0.000008,0,0,1,1,0,0,0,0,1,0,200,0,125000.0003,0,0,0,0,0,0,0,0,100,0,0,9,5,5,5,9,15,9,1
0.856768,1,0,0,1,0,0,0,1,0,0,1020,2652,40.851198,6,7,2403.353172,52.00998,255,1618279671,3412419749,255,57,147,0,2,1,1,1,1,1,1,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,23,6,6,6,23,6,23,1
0.000002,0,1,0,0,0,1,0,0,1,0,114,0,500000.0013,0,0,0,0,0,0,0,0,57,0,0,33,16,16,16,33,16,33,1
1.781108,1,0,0,0,0,0,1,1,0,0,30988,1800,33.125447,16,8,3202.177747,99.950195,255,3985262376,3185323716,255,815,82,0,1,1,1,1,1,2,1,1
0.766917,1,0,0,1,0,0,0,1,0,0,564,354,22.166675,2,1,5912.519063,139.149969,255,1127544514,1112755489,255,56,44,0,1,1,1,1,1,1,1,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,4,1,1,1,4,1,4,1
1.328347,1,0,0,0,1,0,0,1,0,0,840,8232,17.314753,2,4,8207.366424,7516.236002,255,879351584,856082274,255,84,588,1,1,1,2,1,1,3,1,1
0.000008,0,0,1,1,0,0,0,0,1,0,180,0,125000.0003,0,0,0,0,0,0,0,0,90,0,0,10,9,9,9,10,9,10,1
0.000005,0,1,0,0,0,1,0,0,1,0,114,0,200000.0051,0,0,0,0,0,0,0,0,57,0,0,22,18,17,17,22,17,22,1
3.256476,1,0,0,0,0,0,1,1,0,0,65808,2120,27.944318,30,8,5352.856128,237.596219,255,3733463655,1359178118,255,997,82,0,1,1,1,1,1,1,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,17,17,17,17,17,17,17,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,3,2,2,2,3,4,3,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,33,33,33,16,33,33,33,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,7,3,3,3,9,3,7,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,17,17,17,17,17,18,17,1
0.000016,0,1,0,1,0,0,0,0,1,0,168,0,62500.00016,0,0,0,0,0,0,0,0,84,0,0,1,1,1,1,1,1,1,1
0.000006,0,1,0,1,0,0,0,0,1,0,198,0,166666.6608,0,0,0,0,0,0,0,0,99,0,0,36,7,7,1,36,7,36,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,31,20,17,17,33,19,31,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,34,14,14,14,34,14,34,1
0.000004,0,1,0,0,0,1,0,0,1,0,114,0,250000.0006,0,0,0,0,0,0,0,0,57,0,0,16,16,16,16,16,16,16,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,28,17,17,17,28,17,28,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,30,30,30,12,30,31,30,1
0.657354,1,0,0,0,1,0,0,1,0,0,1160,5096,34.988758,3,4,3169.961514,3308.845792,255,2468280958,1335829404,255,97,425,1,1,1,1,1,1,1,1,1
2.577866,1,0,0,0,1,0,0,1,0,0,920,1704,7.370437,2,2,19414.13354,447.053063,255,3700082953,599713094,255,92,170,1,2,1,1,1,2,1,2,1
0.512779,1,0,0,1,0,0,0,1,0,0,756,268,29.252368,2,1,2790.911196,135.86825,255,4063142520,3765853450,255,76,45,0,4,3,3,1,4,20,4,1
0.000004,0,0,1,1,0,0,0,0,1,0,200,0,250000.0006,0,0,0,0,0,0,0,0,100,0,0,7,3,3,3,7,7,7,1
9.369685,1,0,0,0,0,0,1,1,0,0,133811,2738,17.396529,57,8,14853.31042,729.381938,255,616259360,1552424109,255,1097,65,0,1,1,1,1,1,1,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,28,24,24,13,28,24,28,1
0.000004,0,1,0,1,0,0,0,0,1,0,806,0,250000.0006,0,0,0,0,0,0,0,0,403,0,0,1,1,1,1,1,1,2,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,33,33,33,17,33,34,33,1
0.000004,0,1,0,0,0,1,0,0,1,0,114,0,250000.0006,0,0,0,0,0,0,0,0,57,0,0,32,32,32,15,32,32,32,1
5.781883,0,1,0,0,0,1,0,0,1,0,17078,0,19.889715,0,0,88.55257,0,0,0,0,0,147,0,0,2,2,2,2,2,2,2,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,17,18,17,17,17,17,17,1
2.105111,1,0,0,1,0,0,0,1,0,0,614,354,8.075584,2,1,13817.67475,493.452094,255,539562709,10883531,255,61,44,0,9,1,1,1,2,3,2,1
1.325303,1,0,0,0,1,0,0,1,0,0,1006,606,14.336345,2,2,9766.860667,203.075641,255,1247191937,1143575316,255,101,61,1,2,2,2,1,2,2,2,1
1.201674,1,0,0,0,0,0,1,1,0,0,68216,1026,69.070314,29,4,1774.735104,76.359195,255,1191051719,2507100020,255,1066,51,0,3,1,1,1,3,1,3,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,19,17,17,17,19,17,19,1
0.000005,0,1,0,0,0,1,0,0,1,0,114,0,200000.0051,0,0,0,0,0,0,0,0,57,0,0,28,3,3,3,28,3,28,1
0.000008,0,0,1,1,0,0,0,0,1,0,200,0,125000.0003,0,0,0,0,0,0,0,0,100,0,0,1,1,1,1,1,2,1,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,4,3,3,3,4,4,4,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,22,16,16,16,22,16,22,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,18,18,18,18,18,20,18,1
0.000005,0,0,1,1,0,0,0,0,1,0,200,0,200000.0051,0,0,0,0,0,0,0,0,100,0,0,7,3,3,3,7,24,7,1
0.216111,0,1,0,0,0,1,0,0,0,1,110,234,13.881755,0,0,0,0,0,0,0,0,55,117,0,1,2,2,2,2,2,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,33,33,33,16,33,34,33,1
1.43557,1,0,0,0,0,0,1,1,0,0,94139,2172,84.287078,42,8,1560.941362,61.23223,255,1275938450,1019485859,255,1046,68,0,1,1,1,1,2,2,1,1
0.667266,1,0,0,1,0,0,0,1,0,0,1008,738,28.474401,3,2,3197.426366,127.855805,255,2350463827,2499402996,255,84,92,0,3,2,2,1,3,37,3,1
0.387338,1,0,0,1,0,0,0,1,0,0,538,268,38.725866,2,1,2104.705598,102.572883,255,2002991647,2901099437,255,54,45,0,1,1,1,1,1,31,1,1
0.000017,0,1,0,1,0,0,0,0,1,0,3028,0,117647.0568,0,0,0,0,0,0,0,0,1009,0,0,5,2,2,1,2,3,2,1
0.697232,1,0,0,1,0,0,0,1,0,0,564,354,24.382128,2,1,5780.254226,136.047422,255,1531402314,3004539893,255,56,44,0,1,1,1,1,1,1,1,1
0.000009,0,1,0,1,0,0,0,0,1,0,168,0,111111.1072,0,0,0,0,0,0,0,0,84,0,0,1,1,1,1,1,1,1,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,21,5,5,5,21,5,21,1
0.987773,1,0,0,1,0,0,0,1,0,0,662,268,15.185675,2,1,5268.994811,250.913766,255,856409933,1922456405,255,66,45,0,6,2,1,1,4,2,3,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,33,33,33,16,33,34,33,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,33,33,33,16,33,34,33,1
0.000014,0,0,1,1,0,0,0,0,1,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,3,3,3,3,3,3,3,1
0.851004,1,0,0,1,0,0,0,1,0,0,564,354,19.976404,2,1,6453.496908,159.255094,255,3075100212,1705268822,255,56,44,0,8,1,1,1,1,3,1,1
1.172715,1,0,0,0,1,0,0,1,0,0,848,1134,14.496276,2,2,7579.968515,317.622219,255,2820298214,2273623490,255,85,142,1,4,3,3,3,4,10,4,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,16,16,16,16,16,16,16,1
0.000001,0,1,0,0,0,1,0,0,1,0,114,0,1000000.003,0,0,0,0,0,0,0,0,57,0,0,10,10,10,10,10,10,10,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,29,17,17,17,29,17,29,1
0.000007,0,1,0,1,0,0,0,0,1,0,168,0,142857.1409,0,0,0,0,0,0,0,0,84,0,0,1,1,1,1,1,1,2,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,33,17,17,17,33,17,33,1
0.000003,0,1,0,1,0,0,0,0,1,0,168,0,333333.3215,0,0,0,0,0,0,0,0,84,0,0,1,1,1,1,1,1,1,1
12.853813,0,0,1,1,0,0,0,0,1,0,2184,0,3.189715,0,0,340.910781,0,0,0,0,0,52,0,0,1,1,1,1,1,4,1,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,17,17,17,17,17,18,17,1
0.000001,0,1,0,1,0,0,0,0,1,0,168,0,1000000.003,0,0,0,0,0,0,0,0,84,0,0,1,1,1,1,1,1,1,1
0.735393,1,0,0,1,0,0,0,1,0,0,608,646,25.836526,2,3,4161.492783,96.100477,255,2981316216,2452699945,255,61,65,0,2,1,1,1,2,1,2,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,16,16,16,16,16,16,16,1
0.000004,0,1,0,0,0,1,0,0,1,0,114,0,250000.0006,0,0,0,0,0,0,0,0,57,0,0,32,32,32,15,32,32,32,1
0.000003,0,0,1,1,0,0,0,0,1,0,200,0,333333.3215,0,0,0,0,0,0,0,0,100,0,0,3,1,1,1,3,1,3,1
0.000004,0,1,0,1,0,0,0,0,1,0,890,0,250000.0006,0,0,0,0,0,0,0,0,445,0,0,3,1,1,1,3,2,3,1
0.000006,0,1,0,0,0,1,0,0,1,0,114,0,166666.6608,0,0,0,0,0,0,0,0,57,0,0,17,17,17,17,19,17,17,1
0.000009,0,1,0,1,0,0,0,0,1,0,168,0,111111.1072,0,0,0,0,0,0,0,0,84,0,0,1,1,1,1,1,1,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,16,10,10,10,16,10,16,1
0.000011,0,1,0,1,0,0,0,0,1,0,150,0,90909.0902,0,0,0,0,0,0,0,0,75,0,0,2,3,3,3,3,3,2,1
0.624891,1,0,0,1,0,0,0,1,0,0,564,354,27.204745,2,1,5435.591213,138.235656,255,4143430653,1909268081,255,56,44,0,1,1,1,1,1,1,1,1
0.83546,1,0,0,0,1,0,0,1,0,0,976,41988,61.044215,2,16,4236.200451,2226.071046,255,3512483582,1836025900,255,70,1105,0,3,1,2,1,1,14,1,1
9.576091,0,0,1,1,0,0,0,0,1,0,10880,0,4.072643,0,0,285.605813,0,0,0,0,0,272,0,0,1,1,1,1,1,2,1,1
0.616731,1,0,0,0,1,0,0,1,0,0,844,4216,34.050502,2,3,3222.857,4122.971299,255,1448143698,3379216820,255,70,422,1,1,1,1,1,1,3,2,1
0.000011,0,0,1,1,0,0,0,0,1,0,640,0,90909.0902,0,0,0,0,0,0,0,0,320,0,0,1,1,1,1,1,20,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,36,33,33,16,36,33,36,1
0.510847,1,0,0,0,1,0,0,1,0,0,846,268,29.363001,2,1,2576.532521,117.76425,255,2999625508,740815122,255,85,45,1,1,1,1,1,1,1,1,1
0.000003,0,0,1,1,0,0,0,0,1,0,200,0,333333.3215,0,0,0,0,0,0,0,0,100,0,0,7,3,3,3,7,4,7,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,33,18,18,18,33,18,33,1
0.15915,1,0,0,1,0,0,0,1,0,0,11844,268,131.950986,5,1,696.989059,49.860066,255,3515456548,4103637352,255,740,45,0,1,1,1,1,1,1,2,1
1.991012,1,0,0,0,1,0,0,1,0,0,2876,154744,73.831801,6,56,3327.254269,1803.002607,255,1772134636,3117685258,255,90,1334,1,2,1,1,1,1,1,2,1
1.210155,1,0,0,1,0,0,0,1,0,0,564,354,14.047787,2,1,7918.364114,213.089172,255,495425060,2610961317,255,56,44,0,8,2,2,2,2,3,3,1
0.623951,1,0,0,1,0,0,0,1,0,0,564,354,27.245728,2,1,5438.801157,138.290672,255,1238122704,390998854,255,56,44,0,1,1,1,1,1,1,1,1
0.000011,0,1,0,1,0,0,0,0,1,0,2032,0,90909.0902,0,0,0,0,0,0,0,0,1016,0,0,15,22,5,1,14,5,14,1
2.360831,1,0,0,0,1,0,0,1,0,0,1444,156119,63.113369,2,59,5086.277412,2496.883907,255,920092106,3490295836,255,56,1259,1,1,2,1,1,1,1,1,1
4.865405,1,0,0,0,0,0,1,1,0,0,220325,3066,47.889127,89,8,2560.047063,114.87118,255,659097798,1412519703,255,1197,61,0,1,1,1,1,1,1,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,16,16,16,16,16,18,16,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,5,3,3,3,5,4,5,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,16,16,16,16,16,17,16,1
0.00001,0,0,1,1,0,0,0,0,1,0,200,0,100000.0025,0,0,0,0,0,0,0,0,100,0,0,9,6,5,5,13,6,9,1
1.019297,1,0,0,0,1,0,0,1,0,0,874,354,16.678161,2,1,6023.36788,248.091234,255,1554521090,1912086126,255,87,44,1,2,1,1,1,1,1,1,1
1.282944,1,0,0,0,1,0,0,1,0,0,864,1186,14.809688,2,2,9491.006702,171.004719,255,2418273331,1847093058,255,86,119,1,3,2,2,2,2,2,2,1
0.000003,0,0,1,1,0,0,0,0,1,0,200,0,333333.3215,0,0,0,0,0,0,0,0,100,0,0,4,2,2,2,4,2,4,1
0.573566,1,0,0,1,0,0,0,1,0,0,1122,704,33.126091,3,2,2791.131972,92.996992,255,281957694,3874186446,255,94,88,0,3,2,2,1,2,3,2,1
0.000009,0,1,0,1,0,0,0,0,1,0,168,0,111111.1072,0,0,0,0,0,0,0,0,84,0,0,3,1,2,1,1,2,1,1
0.000002,0,1,0,0,0,1,0,0,1,0,114,0,500000.0013,0,0,0,0,0,0,0,0,57,0,0,33,33,33,16,33,33,33,1
1.044057,1,0,0,1,0,0,0,1,0,0,2516,268,14.367032,2,1,6150.787566,330.685063,255,2600534818,1292333988,255,252,45,0,33,1,1,1,1,1,1,1
0.000004,0,1,0,0,0,1,0,0,1,0,114,0,250000.0006,0,0,0,0,0,0,0,0,57,0,0,24,5,5,5,25,5,24,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,3,1,1,1,3,19,3,1
0.000003,0,0,1,1,0,0,0,0,1,0,200,0,333333.3215,0,0,0,0,0,0,0,0,100,0,0,4,2,2,2,4,2,4,1
0.000004,0,0,1,1,0,0,0,0,1,0,200,0,250000.0006,0,0,0,0,0,0,0,0,100,0,0,5,5,5,5,5,6,5,1
0.000001,0,0,1,1,0,0,0,0,1,0,200,0,1000000.003,0,0,0,0,0,0,0,0,100,0,0,2,1,1,1,2,1,2,1
0.000004,0,0,1,1,0,0,0,0,1,0,200,0,250000.0006,0,0,0,0,0,0,0,0,100,0,0,3,2,2,2,3,2,3,1
4.941484,1,0,0,0,0,0,1,1,0,0,1288,1640,9.106576,7,9,16366.64155,573.465625,255,589928131,452350767,255,54,75,0,1,3,1,1,2,3,1,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,32,35,32,16,32,32,32,1
0.000006,0,1,0,0,0,1,0,0,1,0,114,0,166666.6608,0,0,0,0,0,0,0,0,57,0,0,41,8,8,8,41,8,41,1
0.000007,0,1,0,0,0,1,0,0,1,0,114,0,142857.1409,0,0,0,0,0,0,0,0,57,0,0,29,16,16,16,29,16,29,1
0.000001,0,1,0,0,0,1,0,0,1,0,114,0,1000000.003,0,0,0,0,0,0,0,0,57,0,0,2,2,2,2,3,2,2,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,34,16,16,16,34,17,34,1
0.000009,0,1,0,1,0,0,0,0,1,0,168,0,111111.1072,0,0,0,0,0,0,0,0,84,0,0,5,1,1,1,1,2,1,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,12,3,2,2,16,3,12,1
9.576091,0,0,1,1,0,0,0,0,1,0,10880,0,4.072643,0,0,285.605813,0,0,0,0,0,272,0,0,1,1,1,1,1,2,1,1
0.000003,0,0,1,1,0,0,0,0,1,0,200,0,333333.3215,0,0,0,0,0,0,0,0,100,0,0,5,2,2,2,5,2,5,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,24,24,24,11,24,26,24,1
1.420272,1,0,0,0,1,0,0,1,0,0,2122,101212,72.52132,4,37,3700.129995,1722.320602,255,1230661453,3701289642,255,88,1265,1,1,2,1,1,1,1,3,1
0.797557,1,0,0,1,0,0,0,1,0,0,534,268,18.807433,2,1,4160.27688,212.252234,255,3134596843,3536576816,255,53,45,0,6,1,1,1,2,1,2,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,42,33,33,16,42,33,42,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,42,34,34,18,42,34,42,1
0.000007,0,1,0,0,0,1,0,0,1,0,114,0,142857.1409,0,0,0,0,0,0,0,0,57,0,0,26,11,9,9,26,9,26,1
1.510349,1,0,0,0,0,0,1,1,0,0,198150,2642,138.37861,81,8,904.450036,44.053434,255,72613752,1750018325,255,1179,63,0,1,1,1,1,1,2,1,1
33.08046,1,0,0,1,0,0,0,1,0,0,2152,1490,1.239402,11,4,200086.5139,7118.728,255,3776900988,1051379224,255,90,83,0,5,3,3,3,4,3,3,1
1.847528,1,0,0,0,0,0,1,1,0,0,126706,2242,78.48325,54,8,1470.765993,64.17766,255,608724865,714859610,255,1111,70,0,1,19,1,1,1,1,1,1
0.66769,1,0,0,0,1,0,0,1,0,0,784,1530,25.460918,2,2,3542.528901,116.664937,255,479331281,1218783432,255,78,191,1,1,1,1,1,1,1,1,1
3.595514,1,0,0,1,0,0,0,1,0,0,1036,2770,9.734352,6,7,13991.42531,374.159562,255,2128945731,538123487,255,58,154,0,2,1,1,1,1,1,1,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,27,17,17,17,27,17,27,1
0.000004,0,1,0,0,0,1,0,0,1,0,114,0,250000.0006,0,0,0,0,0,0,0,0,57,0,0,26,26,26,15,26,26,26,1
0.000002,0,0,1,1,0,0,0,0,1,0,200,0,500000.0013,0,0,0,0,0,0,0,0,100,0,0,4,1,1,1,4,2,4,1
0.000002,0,1,0,0,0,1,0,0,1,0,114,0,500000.0013,0,0,0,0,0,0,0,0,57,0,0,31,18,16,16,31,16,31,1
0.739571,1,0,0,0,1,0,0,1,0,0,804,3200,25.69057,2,2,5601.206805,115.354219,255,1470936460,3241064964,255,80,320,1,1,1,1,1,1,1,1,1
0.00001,0,0,1,1,0,0,0,0,1,0,200,0,100000.0025,0,0,0,0,0,0,0,0,100,0,0,12,5,4,4,14,5,12,1
0.563928,1,0,0,0,1,0,0,1,0,0,844,1376,30.145692,2,2,3121.646378,87.302805,255,2089346952,774256800,255,84,172,1,2,2,1,1,1,1,1,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,6,2,2,2,6,2,6,1
0.000005,0,0,1,1,0,0,0,0,1,0,200,0,200000.0051,0,0,0,0,0,0,0,0,100,0,0,3,1,1,1,4,1,3,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,21,18,18,18,22,18,21,1
0.815724,1,0,0,0,0,1,0,1,0,0,518,354,20.840382,2,1,4660.854282,207.852125,255,1569860625,1184968734,255,52,44,0,1,1,1,1,1,1,1,1
0.000003,0,0,1,1,0,0,0,0,1,0,200,0,333333.3215,0,0,0,0,0,0,0,0,100,0,0,4,1,1,1,4,1,4,1
0.000001,0,0,1,1,0,0,0,0,1,0,200,0,1000000.003,0,0,0,0,0,0,0,0,100,0,0,6,3,3,3,6,4,6,1
0.814072,1,0,0,1,0,0,0,1,0,0,564,354,20.882673,2,1,6225.505444,146.771141,255,425615293,3691940400,255,56,44,0,1,1,1,1,1,1,1,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,34,34,34,18,34,35,34,1
0.000004,0,1,0,1,0,0,0,0,1,0,168,0,250000.0006,0,0,0,0,0,0,0,0,84,0,0,2,1,1,1,1,1,1,1
0.000002,0,1,0,1,0,0,0,0,1,0,1660,0,500000.0013,0,0,0,0,0,0,0,0,830,0,0,31,14,13,1,31,13,31,1
0.00001,0,0,1,1,0,0,0,0,1,0,200,0,100000.0025,0,0,0,0,0,0,0,0,100,0,0,10,3,3,3,11,3,10,1
0.000007,0,0,1,1,0,0,0,0,1,0,200,0,142857.1409,0,0,0,0,0,0,0,0,100,0,0,2,1,1,1,2,3,2,1
0.631699,1,0,0,0,1,0,0,1,0,0,1362,108938,172.550527,2,42,1507.805585,822.568334,255,229357828,1028716809,255,62,1238,1,1,1,1,1,1,1,1,1
7.185177,1,0,0,0,0,0,1,1,0,0,1280,1602,6.262894,7,9,21844.97476,716.843813,255,1746315530,4074516293,255,53,73,0,1,1,1,1,2,1,1,1
11.32145,0,0,1,1,0,0,0,0,1,0,400,0,0.264984,0,0,5336.978,0,0,0,0,0,100,0,0,2,1,1,1,2,2,2,1
1.646508,1,0,0,0,0,0,1,1,0,0,810,682,15.183649,4,4,6615.526069,179.832828,255,3261746034,664899662,255,58,57,0,3,1,1,1,1,1,1,1
0.483232,0,0,1,1,0,0,0,0,1,0,1040,0,39.318589,0,0,28.871186,0,0,0,0,0,52,0,0,1,1,1,1,1,1,1,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,17,17,17,17,17,18,17,1
0.182216,1,0,0,0,1,0,0,1,0,0,1122,268,82.319882,2,1,1021.199134,61.687641,255,4090733683,620790683,255,112,45,1,2,1,1,1,1,1,1,1
1.280038,1,0,0,1,0,0,0,1,0,0,564,354,13.280856,2,1,9143.147399,239.796859,255,587945717,3713005145,255,56,44,0,9,2,1,1,5,6,5,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,6,1,1,1,6,1,6,1
0.484942,1,0,0,1,0,0,0,1,0,0,756,268,30.931535,2,1,2832.78928,106.649727,255,131882568,3927982776,255,76,45,0,9,1,2,1,3,18,3,1
0.00001,0,0,1,1,0,0,0,0,1,0,200,0,100000.0025,0,0,0,0,0,0,0,0,100,0,0,4,2,2,2,4,20,4,1
