proto=tcp,proto=udp,proto=other,state=FIN,state=CON,state=other,dur,sbytes,dbytes,sloss,dloss,service=dns,service=ftp-data,service=ssh,service=http,service=smtp,service=ftp,service=pop3,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,Sjit,Djit,Stime,Ltime,ct_flw_http_mthd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,label
1,0,0,1,0,0,0.396394,4872,3080,7,7,,,,,,,,60101.81641,28,30,255,255,856402101,859968366,174,103,0,821.501281,20.916365,1421936274,1421936275,0,8,7,2,2,1,1,1,0
1,0,0,1,0,0,0.040008,4238,63618,7,30,,,,,,,,12549290,72,74,255,255,1309320765,3471180138,59,860,0,31.795301,31.70799,1421930348,1421930348,0,3,2,4,2,1,1,1,0
1,0,0,1,0,0,7.734317,17538,1087890,2,370,0,0,0,1,0,0,0,1123752.25,328,746,255,255,2670456852,2678767563,53,1458,1,1731.464456,1066.555993,1421946009,1421946017,1,4,1,2,4,2,1,1,0
1,0,0,1,0,0,1.005872,1684,10168,3,5,0,0,0,1,0,0,0,76383.47656,14,18,255,255,3862651277,1714042537,120,565,1,8765.614351,7674.861483,1421947038,1421947039,1,3,1,2,3,1,1,1,0
1,0,0,1,0,0,0.023135,1958,2308,6,6,,,,,,,,764901.625,22,24,255,255,250697296,251008679,89,96,0,126.828405,113.661714,1421942140,1421942140,0,4,10,6,1,1,1,1,0
1,0,0,1,0,0,0.04465,1140,2366,4,4,,,,,,,,393639.4063,14,14,255,255,1265576671,1265879134,81,169,0,279.064344,7.845142,1421944851,1421944851,0,9,17,20,11,8,4,4,0
1,0,0,1,0,0,0.024315,1044,824,2,2,0,0,0,1,0,0,0,244129.1406,8,10,255,255,2844040431,2845681285,131,82,1,196.648171,4.74192,1421953730,1421953730,1,1,2,2,10,1,1,1,0
0,1,0,0,1,0,0.337357,568,312,0,0,,,,,,,,5549.017578,4,4,0,0,0,0,142,78,0,125.865711,151.753844,1421948159,1421948160,0,10,8,7,5,1,1,3,0
1,0,0,1,0,0,0.016006,2974,30612,7,18,,,,,,,,14994377,48,50,255,255,2927657393,782605257,62,612,0,18.71991,17.659023,1421943579,1421943579,0,8,7,1,5,1,1,1,0
0,0,1,0,0,1,0,384,0,0,0,,,,,,,,0,6,0,0,0,0,0,64,0,0,0,0,1421949969,1421950019,0,2,4,4,2,2,4,2,0
1,0,0,1,0,0,0.042991,4550,67604,7,33,,,,,,,,12422879,78,80,255,255,1734132859,1734487519,58,845,0,30.710467,30.423979,1421943441,1421943441,0,6,2,1,5,1,1,1,0
1,0,0,1,0,0,0.084762,2958,32650,7,18,,,,,,,,3019938.25,48,50,255,255,1575912055,3787653421,62,653,0,0,104.715432,1421944923,1421944923,0,8,6,6,7,3,3,3,0
0,1,0,0,1,0,0.001097,146,178,0,0,1,0,0,0,0,0,0,649042.875,2,2,0,0,0,0,73,89,0,0,0,1421928610,1421928610,0,4,3,1,4,3,1,1,0
1,0,0,1,0,0,1.021311,1580,10168,3,5,0,0,0,1,0,0,0,75228.79688,12,18,255,255,3148558276,3149594663,132,565,1,9532.062395,7677.59242,1421944500,1421944501,1,2,2,6,6,1,1,1,0
0,1,0,0,1,0,0.001117,130,162,0,0,1,0,0,0,0,0,0,580125.3125,2,2,0,0,0,0,65,81,0,0,0,1421936150,1421936150,0,2,4,1,4,1,1,1,0
1,0,0,1,0,0,0.007158,4320,2456,7,7,,,,,,,,2592903,18,18,255,255,412523313,416100642,240,136,0,21.210564,0.549987,1421929953,1421929953,0,3,16,4,4,1,1,3,0
1,0,0,1,0,0,1.057722,1684,10168,3,5,0,0,0,1,0,0,0,72639.125,14,18,255,255,1229246973,3380273767,120,565,1,8777.798339,7685.717583,1421937445,1421937446,1,3,3,3,2,2,1,1,0
1,0,0,1,0,0,0.014898,2646,25418,7,15,,,,,,,,13339240,42,44,255,255,3475714698,1326459267,63,578,0,19.889926,18.936333,1421945520,1421945520,0,15,3,3,14,3,3,3,0
1,0,0,1,0,0,1.229069,1684,10168,3,5,0,0,0,1,0,0,0,62512.35547,14,18,255,255,2485726828,341391989,120,565,1,9039.191252,7913.653712,1421938407,1421938408,1,2,2,2,1,1,1,1,0
1,0,0,1,0,0,0.004888,4104,2456,7,7,,,,,,,,3797054,18,18,255,255,2507415530,2511096819,228,136,0,13.245229,0.331876,1421944796,1421944796,0,9,8,2,1,1,1,1,0
1,0,0,1,0,0,0.015933,2854,30384,7,17,,,,,,,,14938054,46,48,255,255,3749772689,3760853710,62,633,0,0,19.342786,1421940213,1421940213,0,13,6,4,3,1,1,1,0
1,0,0,1,0,0,0.036016,2958,32650,7,18,,,,,,,,7107286,48,50,255,255,1718750000,3878846651,62,653,0,0,50.748015,1421944998,1421944998,0,9,6,2,7,2,2,2,0
1,0,0,1,0,0,0.018414,1540,1644,4,4,,,,,,,,674704,16,18,255,255,1406137076,1411333714,96,91,0,73.357882,2.066352,1421953727,1421953727,0,8,12,8,9,5,1,5,0
1,0,0,1,0,0,1.009833,1580,10168,3,5,0,0,0,1,0,0,0,76083.86719,12,18,255,255,528580124,529628543,132,565,1,9530.734529,7675.280707,1421943318,1421943319,1,3,1,3,4,1,1,2,0
1,0,0,1,0,0,0.831542,934,268,2,1,0,0,0,1,0,0,0,2155.032471,10,6,255,255,2799372927,3920363685,93,45,1,4901.698074,263.67375,1421928781,1421928781,1,1,1,2,2,1,1,1,1
1,0,0,1,0,0,0.005828,2158,1918,6,5,,,,,,,,2502402.25,24,20,255,255,1722234140,3867882051,90,96,0,14.777571,18.283753,1421932629,1421932629,0,8,8,3,2,1,1,1,0
1,0,0,1,0,0,0.009087,2230,12896,7,11,,,,,,,,11038186,34,36,255,255,3431017164,1297803559,66,358,0,0,15.125032,1421931182,1421931182,0,7,5,2,4,1,1,2,0
1,0,0,1,0,0,1.005849,1580,10168,3,5,,,,,,,,76385.21875,12,18,255,255,1758261467,3908871530,132,565,2,9531.26448,7675.344832,1421945439,1421945440,6,11,20,17,11,5,5,8,0
1,0,0,1,0,0,7.208775,31566,1440342,49,512,,,,,,,,1597010.25,564,1124,255,255,904178538,908228329,56,1281,0,5286.538405,3743.033881,1421945090,1421945097,0,15,32,33,15,15,8,15,0
1,0,0,1,0,0,0.223611,2934,3738,11,15,0,0,0,0,0,1,0,131263.6719,52,54,255,255,1147026370,1148088108,56,69,0,571.671554,24.458209,1421947356,1421947356,0,1,2,3,4,1,1,3,0
0,1,0,0,1,0,0.00094,146,178,0,0,1,0,0,0,0,0,0,757446.8125,2,2,0,0,0,0,73,89,0,0,0,1421947625,1421947625,0,2,3,3,5,2,1,1,0
1,0,0,1,0,0,0.222706,424,8824,1,4,,,,,,,,290571.4063,8,12,255,255,4148648608,101723850,53,735,0,2163.205411,1722.668486,1421944892,1421944892,0,14,10,7,6,1,1,6,0
0,1,0,0,1,0,0.001247,146,178,0,0,1,0,0,0,0,0,0,570970.375,2,2,0,0,0,0,73,89,0,0,0,1421942777,1421942777,0,4,4,3,5,3,1,2,0
1,0,0,1,0,0,1.121297,1684,10168,3,5,0,0,0,1,0,0,0,68520.64844,14,18,255,255,1333341711,3482934079,120,565,0,9121.255161,7996.871486,1421930681,1421930682,0,1,3,2,2,1,1,1,0
1,0,0,1,0,0,0.15788,37184,3380,18,8,0,0,0,0,1,0,0,167215.6094,52,42,255,255,3763117463,3764111271,715,80,0,324.93704,11.212968,1421943133,1421943134,0,1,2,2,2,1,1,1,0
1,0,0,1,0,0,0.005154,4088,2456,7,7,,,,,,,,3601086.5,18,18,255,255,327415929,330722504,227,136,0,13.835683,0.352563,1421955648,1421955648,0,17,19,6,9,1,1,3,0
1,0,0,1,0,0,0.006382,3728,5474,7,7,,,,,,,,6575995,32,24,255,255,1350110640,1350449435,117,228,0,12.971512,0.362511,1421932710,1421932710,0,11,6,3,2,1,1,1,0
1,0,0,1,0,0,0.319007,3926,56126,7,27,,,,,,,,1387430.375,66,70,255,255,1892574165,4130610216,59,802,0,262.749594,255.88194,1421945289,1421945289,0,12,4,4,8,3,3,4,0
1,0,0,1,0,0,0.007856,2230,13358,7,11,,,,,,,,13225051,34,36,255,255,1079443331,1079701316,66,371,0,0,12.222981,1421947886,1421947886,0,7,3,2,3,1,1,1,0
0,1,0,0,1,0,0.001072,146,178,0,0,1,0,0,0,0,0,0,664179.125,2,2,0,0,0,0,73,89,0,0,0,1421947937,1421947937,0,1,1,4,2,1,1,1,0
1,0,0,1,0,0,1.904358,8928,320,4,1,0,1,0,0,0,0,0,1121.637817,14,6,255,255,1573530412,264543573,638,53,0,12455.39518,508.789344,1421927451,1421927453,0,1,1,5,4,1,1,3,0
1,0,0,0,1,0,0.003254,1190,1306,5,5,,,,,,,,3011677.75,16,16,255,255,2242810437,2243125205,74,82,0,13.505064,12.076083,1421937222,1421937222,0,4,10,2,1,1,1,1,0
1,0,0,1,0,0,1.010842,1684,10168,3,5,0,0,0,1,0,0,0,76007.92188,14,18,255,255,488631531,2635056860,120,565,1,8766.828509,7675.17968,1421929649,1421929650,1,2,1,1,6,1,1,1,0
0,1,0,0,1,0,0.001117,130,162,0,0,1,0,0,0,0,0,0,580125.3125,2,2,0,0,0,0,65,81,0,0,0,1421947077,1421947077,0,4,6,2,2,1,1,1,0
1,0,0,1,0,0,1.173591,18474,1087890,2,370,0,0,0,1,0,0,0,7405864.5,346,746,255,255,4215315498,4216327727,53,1458,1,194.609645,115.697354,1421935954,1421935955,1,1,2,3,3,1,1,1,0
0,1,0,0,1,0,0.004618,568,312,0,0,,,,,,,,405370.3125,4,4,0,0,0,0,142,78,0,1.74467,1.443441,1421943782,1421943782,0,4,8,6,4,1,1,3,0
1,0,0,1,0,0,0.062016,3926,55114,7,27,,,,,,,,7005160,66,68,255,255,2288250093,138927325,59,811,0,58.367251,56.403796,1421931298,1421931298,0,6,6,3,8,1,1,2,0
1,0,0,0,0,1,0.000003,90,0,1,0,,,,,,,,0,2,0,255,0,0,0,45,0,0,0,0,1421933165,1421933165,0,9,7,4,5,1,1,4,0
1,0,0,1,0,0,0.015003,2750,27730,7,16,,,,,,,,14465373,44,46,255,255,4251832096,4252155479,63,603,0,19.842501,19.229095,1421947408,1421947408,0,10,5,2,3,1,1,1,0
1,0,0,1,0,0,0.033968,3406,40832,7,21,,,,,,,,9444889,56,56,255,255,570549156,2737780388,61,729,0,39.165424,36.864131,1421945938,1421945938,0,5,5,3,4,1,1,1,0
1,0,0,1,0,0,0.022736,2958,32650,7,18,,,,,,,,11258621,48,50,255,255,496299363,2661638353,62,653,0,26.760381,24.699101,1421945007,1421945007,0,14,17,14,12,4,4,8,0
1,0,0,1,0,0,0.223539,424,8824,1,4,0,1,0,0,0,0,0,289488.6563,8,12,255,255,399642256,2653024183,53,735,0,2171.284108,1726.425817,1421946832,1421946833,0,3,3,5,5,1,1,3,0
1,0,0,1,0,0,0.012968,2542,21294,7,14,,,,,,,,12823566,40,42,255,255,2205517598,2211214447,64,507,0,0,20.499379,1421953682,1421953682,0,17,4,6,5,1,1,2,0
1,0,0,1,0,0,0.014935,2766,27770,7,16,,,,,,,,14552126,44,46,255,255,3678823707,3679093503,63,604,0,19.02312,18.094247,1421930155,1421930155,0,6,10,3,8,1,1,2,0
1,0,0,1,0,0,0.008883,2230,15236,7,11,,,,,,,,13340538,34,36,255,255,311032299,2460931424,66,423,0,15.158974,13.676802,1421953704,1421953704,0,4,5,1,2,1,1,1,0
1,0,0,1,0,0,0.22983,3728,5474,7,7,,,,,,,,182604.5313,32,24,255,255,1807659286,1807949879,117,228,0,504.647376,15.733907,1421932722,1421932722,0,6,7,2,1,1,1,1,0
1,0,0,1,0,0,0.645715,37258,3172,18,8,0,0,0,0,1,0,0,38270.75391,52,38,255,255,681938743,690772079,717,83,0,1100.701744,37.413004,1421950619,1421950620,0,3,2,3,3,2,1,1,0
1,0,0,1,0,0,1.014812,1684,10168,3,5,0,0,0,1,0,0,0,75710.57813,14,18,255,255,4244418459,4241257948,120,565,1,8765.944233,7708.057058,1421938123,1421938124,1,2,2,4,2,2,1,1,0
0,1,0,0,1,0,0.001175,146,178,0,0,1,0,0,0,0,0,0,605957.4375,2,2,0,0,0,0,73,89,0,0,0,1421928408,1421928408,0,2,5,3,2,1,1,1,0
0,1,0,0,1,0,0.004484,568,304,0,0,,,,,,,,406779.6563,4,4,0,0,0,0,142,76,0,1.687865,1.401958,1421939299,1421939299,0,9,12,4,2,1,1,2,0
1,0,0,1,0,0,1.477445,13870,548216,21,197,,,,,,,,2961680.5,242,438,255,255,2808164281,663935532,57,1252,0,1788.227047,1327.646298,1421942223,1421942224,0,10,13,3,3,2,1,2,0
0,1,0,0,1,0,0.001026,146,178,0,0,1,0,0,0,0,0,0,693957.125,2,2,0,0,0,0,73,89,0,0,0,1421935375,1421935375,0,2,3,5,9,2,1,2,0
0,1,0,0,1,0,0.001773,520,304,0,0,,,,,,,,1028764.813,4,4,0,0,0,0,130,76,0,0.633804,0.317968,1421952695,1421952695,0,8,7,6,6,1,1,4,0
0,1,0,0,1,0,0.008324,146,178,0,0,1,0,0,0,0,0,0,85535.79688,2,2,0,0,0,0,73,89,0,0,0,1421930023,1421930023,0,3,2,1,1,1,1,1,0
0,1,0,0,1,0,0.016433,568,320,0,0,,,,,,,,116838.0625,4,4,0,0,0,0,142,80,0,7.232288,7.017328,1421946948,1421946948,0,8,4,4,5,1,1,2,0
0,1,0,0,1,0,0.001009,130,162,0,0,1,0,0,0,0,0,0,642220,2,2,0,0,0,0,65,81,0,0,0,1421937304,1421937304,0,5,8,4,5,1,1,1,0
1,0,0,1,0,0,0.454879,490,268,2,1,,,,,,,,3939.509277,10,6,255,255,2101431050,1365586367,49,45,0,2995.315625,109.845984,1421927776,1421927776,0,7,6,1,2,1,1,1,1
0,1,0,0,1,0,0.001127,146,178,0,0,1,0,0,0,0,0,0,631765.75,2,2,0,0,0,0,73,89,0,0,0,1421936460,1421936460,0,2,1,2,3,1,1,1,0
0,0,1,0,0,1,0.000012,200,0,0,0,,,,,,,,0,2,0,0,0,0,0,100,0,0,0,0,1421930669,1421930669,0,21,16,2,3,2,2,2,1
0,1,0,0,1,0,0.001115,146,178,0,0,1,0,0,0,0,0,0,638565,2,2,0,0,0,0,73,89,0,0,0,1421948710,1421948710,0,3,2,1,5,2,1,1,0
1,0,0,1,0,0,0.079723,2542,22432,7,14,,,,,,,,2197408.5,40,42,255,255,42342920,2248673791,64,534,0,132.551505,129.170511,1421944688,1421944688,0,11,6,2,2,1,1,1,0
1,0,0,1,0,0,0.061122,3992,2560,7,7,,,,,,,,318314.1875,18,20,255,255,987763335,3141212483,222,128,0,428.053001,12.140864,1421942592,1421942592,0,7,3,1,1,1,1,1,0
1,0,0,1,0,0,0.021301,3390,41792,7,22,,,,,,,,15425379,56,58,255,255,3668914541,1519661455,61,721,0,20.228485,19.831228,1421954429,1421954429,0,4,3,2,2,1,1,1,0
1,0,0,1,0,0,3.71401,3130,2272,11,8,,,,,,,,4773.277344,44,40,255,255,36610901,35633195,71,57,0,174.79025,174.225063,1421950880,1421950883,0,1,2,1,1,1,1,1,0
0,1,0,0,1,0,0.001838,536,304,0,0,,,,,,,,992383,4,4,0,0,0,0,134,76,0,0.658081,0.335648,1421934999,1421934999,0,3,7,3,3,1,1,3,0
0,1,0,0,1,0,0.105188,544,304,0,0,,,,,,,,17340.38086,4,4,0,0,0,0,136,76,0,26.374141,37.27584,1421943797,1421943797,0,4,7,3,2,1,1,2,0
1,0,0,1,0,0,1.011373,1684,10168,3,5,,,,,,,,75968.01563,14,18,255,255,742141178,743200044,120,565,0,8774.893969,7682.964954,1421933153,1421933154,0,18,13,4,1,1,1,1,0
1,0,0,1,0,0,0.014997,2750,27620,7,16,,,,,,,,14413549,44,46,255,255,1136712328,1137010849,63,600,0,19.776633,19.038417,1421933061,1421933061,0,11,11,5,7,1,1,3,0
1,0,0,1,0,0,0.027003,2438,20718,7,13,,,,,,,,5984816.5,38,40,255,255,254495087,2400773593,64,518,0,47.731989,45.642821,1421934763,1421934763,0,2,6,8,3,1,1,1,0
0,1,0,0,1,0,0.001862,520,304,0,0,,,,,,,,979591.875,4,4,0,0,0,0,130,76,0,0.661144,0.330693,1421941983,1421941983,0,11,7,6,6,1,1,4,0
1,0,0,1,0,0,4.452702,24536,1094788,38,390,,,,,,,,1964673.125,436,858,255,255,319913007,2473502514,56,1276,0,4229.343479,3012.914633,1421930475,1421930480,0,9,9,3,4,2,1,2,0
0,1,0,0,1,0,0.001055,146,178,0,0,1,0,0,0,0,0,0,674881.5,2,2,0,0,0,0,73,89,0,0,0,1421938289,1421938289,0,4,2,5,3,2,1,1,0
0,1,0,0,1,0,0.004798,568,304,0,0,,,,,,,,380158.375,4,4,0,0,0,0,142,76,0,1.827402,1.48021,1421944308,1421944308,0,4,9,4,3,1,1,3,0
1,0,0,1,0,0,0.466808,37430,3380,18,8,0,0,0,0,1,0,0,56554.30078,52,42,255,255,3445561193,3450727188,720,80,0,733.143548,25.061797,1421940932,1421940932,0,2,1,1,6,1,1,1,0
1,0,0,1,0,0,0.378446,320,1842,1,2,,,,,,,,34076.19531,6,8,255,255,2395637471,2555219849,53,230,0,5338.904134,131.9005,1421932737,1421932738,0,3,7,1,1,1,1,1,0
1,0,0,1,0,0,0.054036,1470,1728,5,4,,,,,,,,237619.375,22,14,255,255,2794661636,649605093,67,123,0,340.494895,13.380889,1421927602,1421927602,0,6,4,2,3,1,1,1,0
1,0,0,1,0,0,0.572017,1540,1644,4,4,,,,,,,,21719.63281,16,18,255,255,3681975450,3735623401,96,91,0,2972.612308,69.33657,1421948531,1421948531,0,23,12,6,16,10,1,5,0
0,1,0,0,1,0,0.001061,146,178,0,0,1,0,0,0,0,0,0,671065,2,2,0,0,0,0,73,89,0,0,0,1421935632,1421935632,0,2,3,4,1,1,1,1,0
1,0,0,1,0,0,9.592183,25056,1094788,38,390,,,,,,,,912003.4375,446,858,255,255,2341687137,2352618585,56,1276,0,9237.91274,6663.141692,1421945006,1421945016,0,18,18,14,15,7,7,7,0
1,0,0,1,0,0,0.006069,1920,4312,6,6,,,,,,,,5448014.5,22,24,255,255,868977034,869322840,87,180,0,16.794713,13.718291,1421935197,1421935197,0,8,7,2,3,1,1,1,0
1,0,0,1,0,0,0.02286,3598,45608,7,24,,,,,,,,15703587,60,62,255,255,3443702092,3453036745,60,736,0,21.151327,20.645198,1421942166,1421942166,0,11,6,1,1,1,1,1,0
1,0,0,1,0,0,1.181821,3728,5578,7,7,0,0,1,0,0,0,0,36310.06641,32,26,255,255,3172240845,1027155810,117,215,0,2320.700369,66.891008,1421936375,1421936376,0,1,1,2,1,1,1,1,0
1,0,0,1,0,0,0.024624,37310,3380,18,8,0,0,0,0,1,0,0,1072124.75,52,42,255,255,2742419491,593886287,718,80,0,26.902803,1.052633,1421934946,1421934946,0,1,1,3,3,1,1,1,0
0,1,0,0,0,1,0.000004,114,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,57,0,0,0,0,1421931911,1421931911,0,7,7,4,4,4,4,4,1
0,1,0,0,1,0,0.016405,528,304,0,0,,,,,,,,111185.6172,4,4,0,0,0,0,132,76,0,0.638047,7.19599,1421939303,1421939303,0,11,9,6,5,1,1,2,0
1,0,0,1,0,0,0.060584,4030,58282,7,27,,,,,,,,7579427,68,66,255,255,102590580,124791608,59,883,0,60.349828,1.611071,1421940364,1421940364,0,10,8,2,3,1,1,1,0
1,0,0,1,0,0,1.015413,1684,10168,3,5,0,0,0,1,0,0,0,75665.75781,14,18,255,255,3313892092,1169530242,120,565,1,8762.384838,7675.465625,1421940019,1421940020,1,3,2,2,2,1,1,1,0
1,0,0,1,0,0,0.008868,2230,14042,7,11,,,,,,,,12315743,34,36,255,255,4262445774,4279533115,66,390,0,0,14.831287,1421928213,1421928213,0,2,14,9,2,1,1,1,0
1,0,0,1,0,0,1.095106,1684,10168,3,5,0,0,0,1,0,0,0,70159.42188,14,18,255,255,672640182,673627871,120,565,1,8809.554176,7712.203155,1421935998,1421936000,1,1,2,3,1,1,1,1,0
1,0,0,1,0,0,1.512228,3640,18980,11,15,,,,,,,,98403.14844,46,50,255,255,3908788535,3909047198,79,380,0,4037.939914,3874.539674,1421946194,1421946195,0,3,2,1,1,1,1,1,0
1,0,0,1,0,0,0.107874,14616,17134,22,32,0,0,1,0,0,0,0,1257986.125,102,100,255,255,2901058492,2901313081,143,171,0,142.00617,145.691064,1421950519,1421950519,0,1,1,5,4,1,1,1,0
1,0,0,0,1,0,0.106401,2886,26452,7,17,,,,,,,,1943666,46,44,255,255,4274035768,4274357066,63,601,0,139.573687,140.377772,1421944430,1421944430,0,7,10,3,1,1,1,1,0
1,0,0,1,0,0,0.385868,1540,1644,4,4,,,,,,,,32197.53711,16,18,255,255,3313876130,3344758367,96,91,0,1501.045827,43.850973,1421954242,1421954243,0,8,13,9,6,5,1,5,0
1,0,0,1,0,0,0.021306,37266,3276,18,8,0,0,0,0,1,0,0,1199662,52,40,255,255,815719334,816703115,717,82,0,23.417765,1.043191,1421945974,1421945974,0,1,1,2,5,1,1,1,0
0,1,0,0,1,0,0.001609,528,304,0,0,,,,,,,,1133623.375,4,4,0,0,0,0,132,76,0,0.572992,0.283552,1421939709,1421939709,0,8,8,4,7,1,1,3,0
1,0,0,1,0,0,0.785851,7818,15328,30,32,,,,,,,,154807.9688,122,126,255,255,2075775687,2076839287,64,122,0,433.161244,429.754365,1421944895,1421944896,0,1,13,1,1,1,1,1,0
1,0,0,1,0,0,1.195271,1364,7056,1,2,,,,,,,,43852.81641,8,14,255,255,3904516272,1809943469,171,504,0,344.833687,8910.283327,1421947994,1421947995,0,6,6,2,1,1,1,1,0
1,0,0,1,0,0,2.895732,19514,1087890,2,370,0,0,0,1,0,0,0,3001471.25,366,746,255,255,3589684246,3586537217,53,1458,1,438.607226,272.017405,1421929425,1421929428,1,1,1,1,5,1,1,1,0
1,0,0,1,0,0,0.078722,3302,37226,7,21,,,,,,,,3715556,54,56,255,255,3872047132,3897042356,61,665,0,0,80.873187,1421945635,1421945635,0,13,4,4,14,4,4,4,0
1,0,0,1,0,0,0.672498,32854,3380,16,8,0,0,0,0,1,0,0,39256.62109,49,42,255,255,290626094,2457346006,670,80,0,1051.81871,32.816645,1421928442,1421928443,0,1,1,1,1,1,1,1,0
0,0,1,0,0,1,0,1780,0,0,0,,,,,,,,0,5,0,0,0,0,0,356,0,0,4437.008,0,1421929120,1421929177,0,2,2,2,2,1,1,2,0
1,0,0,1,0,0,1.013739,37808,3380,19,8,0,0,0,0,1,0,0,26042.20703,54,42,255,255,66834049,74012407,700,80,0,1770.895164,58.835645,1421929802,1421929803,0,1,1,5,2,1,1,2,0
1,0,0,1,0,0,0.226315,4550,69922,7,33,,,,,,,,2440775,78,80,255,255,1306123542,3456074397,58,874,0,149.526592,147.216535,1421951537,1421951537,0,5,8,1,5,1,1,1,0
1,0,0,1,0,0,0.032745,37262,3380,18,8,,,,,,,,806229.9375,52,42,255,255,3474164799,3479341770,717,80,0,38.950223,1.647068,1421934060,1421934060,0,7,7,2,3,1,1,1,0
0,1,0,0,1,0,0.001824,544,304,0,0,,,,,,,,1000000,4,4,0,0,0,0,136,76,0,0.654781,0.315612,1421948191,1421948191,0,5,7,4,3,1,1,3,0
0,1,0,0,0,1,0.000006,264,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,132,0,0,0,0,1421931408,1421931408,0,8,8,3,3,3,2,3,0
1,0,0,1,0,0,5.7539,17506,725686,27,260,,,,,,,,1007215.25,308,576,255,255,2421561254,282508295,57,1260,0,7059.730865,5165.815632,1421944978,1421944984,0,11,24,24,11,7,7,11,0
1,0,0,1,0,0,0.040186,320,1826,1,2,0,1,0,0,0,0,0,318120.75,6,8,255,255,2278688501,137033603,53,228,0,554.739968,13.54996,1421927934,1421927934,0,3,5,5,4,1,1,3,0
0,0,1,0,0,1,0,46,0,0,0,,,,,,,,0,1,0,0,0,0,0,46,0,0,0,0,1421928795,1421928795,0,2,2,2,2,2,2,2,0
0,1,0,0,1,0,0.00106,146,178,0,0,1,0,0,0,0,0,0,671698.0625,2,2,0,0,0,0,73,89,0,0,0,1421949807,1421949807,0,4,4,2,4,2,1,1,0
0,1,0,0,1,0,0.296381,568,320,0,0,,,,,,,,6478.147949,4,4,0,0,0,0,142,80,0,110.312195,85.295227,1421935047,1421935048,0,9,6,4,3,1,1,3,0
1,0,0,1,0,0,0.851625,2934,3742,11,15,0,0,0,0,0,1,0,34503.44922,52,54,255,255,2962421625,818104940,56,69,0,1416.440298,52.686164,1421940244,1421940244,0,1,1,3,8,1,1,3,0
0,1,0,0,0,1,0.000004,264,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,132,0,0,0,0,1421933537,1421933537,0,6,6,3,3,3,3,3,0
1,0,0,1,0,0,0.012555,424,8824,1,4,,,,,,,,5154281,8,12,255,255,286497319,295419333,53,735,0,130.399958,63.331517,1421945050,1421945050,0,24,6,16,33,3,3,16,0
1,0,0,1,0,0,0.253598,424,8824,1,4,0,1,0,0,0,0,0,255175.5156,8,12,255,255,1437322344,143531286,53,735,0,2363.501974,1879.637505,1421946875,1421946875,0,3,6,6,7,1,1,2,0
1,0,0,1,0,0,0.419869,3728,5474,7,7,0,0,1,0,0,0,0,99954.98438,32,24,255,255,3150841402,1005725174,117,228,0,913.53736,28.183771,1421928408,1421928408,0,1,1,1,5,1,1,1,0
1,0,0,1,0,0,1.360811,16342,856714,2,266,0,0,0,1,0,0,0,5027943,305,589,255,255,2564437217,2569632559,54,1455,1,318.154851,161.873359,1421937401,1421937402,1,1,1,1,5,1,1,1,0
1,0,0,1,0,0,0.188958,3614,45696,7,24,,,,,,,,1903449.375,60,62,255,255,1799936559,4029034272,60,737,0,203.747303,201.07103,1421928842,1421928842,0,4,7,1,2,1,1,1,0
1,0,0,1,0,0,0.157687,4064,2664,7,7,,,,,,,,129015.0781,22,22,255,255,3843161184,3846505290,185,121,0,637.417515,18.545076,1421954086,1421954086,0,11,10,4,3,1,1,3,0
1,0,0,1,0,0,0.024975,2958,31784,7,18,,,,,,,,9977658,48,50,255,255,1467673872,1467961091,62,636,0,32.978174,32.859579,1421937102,1421937102,0,9,11,2,3,1,1,1,0
0,1,0,0,1,0,0.001084,146,178,0,0,1,0,0,0,0,0,0,656826.5625,2,2,0,0,0,0,73,89,0,0,0,1421947240,1421947240,0,2,4,3,5,1,1,1,0
1,0,0,1,0,0,0.04006,2854,28874,7,16,,,,,,,,5640939,46,46,255,255,717769253,2867666902,62,628,0,58.293456,1.56,1421945877,1421945877,0,4,6,6,5,1,1,1,0
1,0,0,1,0,0,0.004248,1036,2262,4,4,,,,,,,,3905837.75,12,12,255,255,1198226270,1198533168,86,189,0,17.567056,0.389706,1421944883,1421944883,0,7,5,4,7,2,2,2,0
1,0,0,1,0,0,0.37896,5072,3080,7,7,,,,,,,,62866.79297,28,30,255,255,2177402166,35169846,181,103,0,837.791423,21.812842,1421934219,1421934219,0,12,10,2,2,1,1,2,0
1,0,0,1,0,0,4.262939,5624,7706,13,15,0,0,1,0,0,0,0,14194.90137,58,54,255,255,3804379660,1659268148,97,143,0,6348.572542,6582.801665,1421940675,1421940679,0,1,3,2,1,1,1,1,0
1,0,0,1,0,0,0.018134,2438,20826,7,13,,,,,,,,8958200,38,40,255,255,707615934,722173969,64,521,0,33.016009,30.391031,1421946389,1421946389,0,7,12,4,6,1,1,4,0
0,1,0,0,1,0,0.792257,568,312,0,0,,,,,,,,2362.869629,4,4,0,0,0,0,142,78,0,366.278469,354.467219,1421952737,1421952738,0,13,6,3,7,1,1,3,0
